ID,TAG,NAME,E_NAME,SYM,COL,CAMP,NUM,RACE1,RACE2,SEX,CLASS,PATRON,CHARA,RELM1,RELM2,LEV,RARE,SPELL,EXP,N_EXP,N_MIN,AGE,SC,WEALTH,FATHER,MOTHER,DV,SP,VIS,AC,EV,VO,ALERT,STR,INT,WIS,DEX,CON,CHA,BONUS,M_HB,M_HM,M_WB,M_WM,F_HB,F_HM,F_WB,F_WM,HAND,RING,AMULET,BODY,OUTER,HEAD,ARMS,FEET,TAIL,SP_MELEE,BATTLE,UNDERLING,ARTIFACT,FLAG,AUTHORITY,DESCRIPTION,E_DESCRIPTION,COMMENT,,,,
1233,1233,晒し骨の『トゥエシク』,Tuethic Bare-Bones,s,g,0,-1,HUMAN,HUMAN,0x02,SMITH,NONE,ORDINARY,NONE,NONE,4,1,50,144,0,0,114,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|SKELETON|CITIZEN,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1234,1234,『ビリオス』,Bilious,p,U,0,-1,WAREFOLK,WAREFOLK,0x02,SMITH,NONE,ORDINARY,NONE,NONE,25,1,50,13881,0,0,21,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1235,1235,『ファスガル』,Fasgul,z,g,0,-1,HUMAN,HUMAN,0x02,SMITH,NONE,ORDINARY,NONE,NONE,5,1,50,134,0,0,34,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|ZOMBIE,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1236,1236,パラディンの『エレフリス』,Ellefris the Paladin,p,g,0,-1,BARBARIAN,BARBARIAN,0x02,SMITH,NONE,ORDINARY,NONE,NONE,49,1,50,75321,0,0,25,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1237,1237,『キ'トリッ'ク』,K'trrik'k,h,U,0,-1,KLACKON,KLACKON,0x01,SMITH,NONE,ORDINARY,NONE,NONE,35,1,50,32984,0,0,89,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1238,1238,蜘蛛の友『ドゥロカス』,Drocus Spiderfriend,h,U,0,-1,DARK_ELF,DARK_ELF,0x02,SMITH,NONE,ORDINARY,NONE,NONE,29,1,50,20970,0,0,194,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1239,1239,巨人殺しの『フングス』,Fungus Giant-Slayer,h,U,0,-1,DWARF,DWARF,0x02,SMITH,NONE,ORDINARY,NONE,NONE,45,1,50,56760,0,0,76,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1240,1240,『デランサ』,Delantha,h,U,0,-1,ELF,ELF,0x02,SMITH,NONE,ORDINARY,NONE,NONE,6,1,50,45,0,0,112,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1241,1241,レンジャーの『ソルビスタニ』,Solvistani the Ranger,h,U,0,-1,ELF,ELF,0x02,RANGER,NONE,ORDINARY,NATURE,CHAOS,18,1,50,5210,0,0,87,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1242,1242,ノロマの『ゾリル』,Xoril the Slow,p,U,0,-1,HUMAN,HUMAN,0x02,SMITH,NONE,ORDINARY,NONE,NONE,31,1,50,18850,0,0,54,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|GOLEM|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1243,1243,『イーオン・フラックス』,Aeon Flux,h,U,0,-1,ELF,ELF,0x02,SAMURAI,NONE,ORDINARY,NONE,NONE,19,1,50,6771,0,0,29,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1244,1244,強者『ナドック』,Nadoc the Strong,h,U,0,-1,HOBBIT,HOBBIT,0x02,WARRIOR,NONE,ORDINARY,NONE,NONE,5,1,50,209,0,0,40,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1245,1245,弱虫『エラモグ』,Eramog the Weak,k,U,0,-1,KOBOLD,KOBOLD,0x02,WARRIOR,NONE,ORDINARY,NONE,NONE,21,1,50,7791,0,0,53,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1246,1246,公正な『エオウィリス』,Eowilith the Fair,V,g,0,-1,HUMAN,HUMAN,0x02,ARCHER,NONE,ORDINARY,NONE,NONE,42,1,50,65551,0,0,234,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|VAMPIRE,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1247,1247,バルログ殺しの『ヒュイモグ』,Huimog Balrog-Slayer,o,U,0,-1,ORC,URUK,0x02,WARRIOR,NONE,ORDINARY,NONE,NONE,64,1,50,319966,0,0,549,67,200,NONE,NONE,2,0,10,0,0,0,255,25,21,22,24,25,22,5,252,3,1920,2,252,3,1920,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,　何らかの理由で己の氏族の祖神であるヴァララウコの一柱を自らの手を殺したヒュイモグは過酷な呪いを受け、多くの者に憎まれ狙われる身となった。にも関わらず彼がしばしばオークや東夷に崇拝されているのは、ひとえに彼が力持て立つ者の正嫡たる者として、多くの美徳に適っているからである。,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1248,1248,冷酷『ピーダス』,Peadus the Cruel,p,g,0,-1,HUMAN,HUMAN,0x02,SAMURAI,NONE,ORDINARY,NONE,NONE,22,1,50,8870,0,0,41,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1249,1249,『ヴァモグ・スレイヤー』,Vamog Slayer,O,U,0,-1,OGRE,URUK,0x02,SMITH,NONE,ORDINARY,NONE,NONE,51,1,50,99817,0,0,198,0,200,NONE,NONE,0,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1250,1250,性悪『フーシュナク』,Hooshnak the Vicious,p,U,0,-1,HUMAN,WAREFOLK,0x02,SMITH,NONE,FEARLESS,NONE,NONE,7,1,50,231,0,0,23,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1251,1251,舞闘『バレン』,Balenn War-Dancer,p,g,0,-1,BARBARIAN,BARBARIAN,0x02,SAMURAI,NONE,ORDINARY,NONE,NONE,42,1,50,55210,0,0,45,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1252,1252,屈強なる『オビー』,Obee the Strong,y,U,0,-1,ELF,YEEK,0x02,SMITH,NONE,ORDINARY,NONE,NONE,11,1,50,891,0,0,19,0,200,NONE,NONE,-1,0,10,0,0,0,255,14,7,9,12,22,14,5,171,0,540,0,171,0,540,0,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,　エルフとのあまり望まれなかった混血児である彼は、肉体的にも精神的にも強く生き抜いてきた。同じように迫害される同胞達にとって、彼の存在はささやかな励ましである。,,D'ang# 新規追加した市民クリーチャー。,,,,
1253,1253,質素な『ルードヴィヒ』,Ludwig the Humble,p,g,0,-1,HUMAN,HUMAN,0x01,PRIEST,NONE,PIOUS,LIFE,NONE,6,1,50,45,0,0,67,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1254,1254,パラディンの『ガンナー』,Gunnar the Paladin,p,g,0,-1,HUMAN,HUMAN,0x02,PALADIN,NONE,ORDINARY,CRUSADE,NONE,17,1,50,4221,0,0,35,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1255,1255,選ばれし『トリン』,Torin the Chosen,h,B,0,-1,ELF,ELF,0x02,PRIEST,NONE,ORDINARY,CRUSADE,NONE,13,1,50,1097,0,0,19,65,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1256,1256,賢明なる『サラストロ』,Sarastro the Wise,h,B,0,-1,DWARF,DWARF,0x02,PRIEST,NONE,ORDINARY,CRUSADE,NONE,20,1,50,23871,0,0,108,49,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1257,1257,『パーシヴァル卿』,Sir Parsival the Pure,h,g,0,-1,ELDAR,ELDAR,0x02,PALADIN,NONE,ORDINARY,CRUSADE,NONE,32,1,50,34501,0,0,31,95,200,NONE,NONE,0,0,10,0,0,0,255,24,12,19,22,24,20,5,183,0,780,0,183,0,780,0,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,　彼は聖杯を捜し求めて、いつしかこの地にたどり着いたらしい。今は同時に帰る術も探しているが、とにかくにも卑しい商売の真似事もやって、先立つ物を稼がぬことには立ち行かない。皮肉にもやりくりは繁盛しているようだ。,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1258,1258,神聖なる『アセナス』,Asenath the Holy,p,g,0,-1,HUMAN,HUMAN,0x02,PRIEST,NONE,ORDINARY,LIFE,NONE,25,1,50,16651,0,0,55,76,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1259,1259,『マッキノン』,McKinnon,p,g,0,-1,HUMAN,HUMAN,0x02,PRIEST,NONE,ORDINARY,NATURE,NONE,20,1,50,6679,0,0,46,31,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1260,1260,『謹み婦人』,Mistress Chastity,h,g,0,-1,ELDAR,ELDAR,0x01,PRIEST,1094,SEXY,LIFE,NONE,62,1,50,763110,0,0,4776,98,200,NONE,NONE,6,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|VANYAR|CITIZEN,,　清純という名のイデアが虚ろな現世にかくや受肉したのかと思わんほどに、美しく、清らかなエルフの女性だ。その美を眼前にする者は自身のやましさを曝け出されているかのような恥じ入りと怒りを感じる。,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1261,1261,ドルイドの『ハシュニック』,Hashnik the Druid,h,B,0,-1,HOBBIT,HOBBIT,0x02,PRIEST,NONE,ORDINARY,NATURE,NONE,18,1,50,3817,0,0,45,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1262,1262,『フィナク』,Finak,y,B,0,-1,YEEK,YEEK,0x02,PRIEST,NONE,ORDINARY,NONE,NONE,13,1,50,1093,0,0,0,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1263,1263,『クリキック』,Krikkik,h,B,0,-1,KLACKON,KLACKON,0x02,PRIEST,NONE,ORDINARY,NONE,NONE,18,1,50,5161,0,0,0,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1264,1264,荒くれ者『モリヴァル』,Morival the Wild,h,B,0,-1,ELF,ELF,0x02,PRIEST,NONE,ORDINARY,NONE,NONE,13,1,50,817,0,0,67,35,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1265,1265,暗き『ホシャック』,Hoshak the Dark,u,R,0,-1,IMP,DEMON,0x01,HIGH_MAGE,NONE,ORDINARY,DEATH,NONE,47,1,50,67761,0,0,0,0,200,NONE,NONE,0,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1266,1266,賢者『アタール』,Atal the Wise,p,g,0,-1,HUMAN,HUMAN,0x02,MAGE,NONE,ORDINARY,LIFE,SORCERY,53,1,50,231119,0,0,0,76,200,NONE,NONE,2,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1267,1267,清き『イベニッド』,Ibenidd the Chaste,p,g,0,-1,HUMAN,HUMAN,0x02,MAGE,NONE,ORDINARY,NONE,NONE,24,1,50,9998,0,0,0,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1268,1268,『エリディシュ』,Eridish,T,R,0,-1,TROLL,TROLL,0x02,MAGE,NONE,ORDINARY,SORCERY,CHAOS,33,1,50,12774,0,0,46,39,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1269,1269,呪術師『ヴルドゥシュ』,Vrudush the Shaman,O,R,0,-1,OGRE,OGRE,0x02,HIGH_MAGE,NONE,ORDINARY,HEX,NONE,18,1,50,3661,0,0,0,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1270,1270,狂戦士『ハオブ』,Haob the Berserker,p,g,0,-1,HUMAN,BARBARIAN,0x02,BERSERKER,NONE,MIGHTY,NONE,NONE,47,1,50,71217,0,0,56,41,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1271,1271,若き『プルーグディシュ』,Proogdish the Youthfull,O,B,0,-1,OGRE,OGRE,0x02,MAGE,NONE,ORDINARY,CRUSADE,DAEMON,19,1,50,4516,0,0,0,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1272,1272,きちがい『ラムワイズ』,Lumwise the Mad,y,g,0,-1,YEEK,YEEK,0x02,MAGE,NONE,ORDINARY,CHAOS,CRAFT,8,1,50,343,0,0,0,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1273,1273,有徳者『ムワート』,Muirt the Virtuous,k,g,0,-1,KOBOLD,KOBOLD,0x02,MAGE,NONE,ORDINARY,LIFE,TRUMP,10,1,50,571,0,0,23,64,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1274,1274,弱虫『ダードバード』,Dardobard the Weak,p,g,0,-1,HUMAN,HUMAN,0x02,HIGH_MAGE,NONE,ORDINARY,CHAOS,NONE,2,1,50,23,0,0,17,35,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|LICH,,,,D'ang# 変愚までの店主をクリーチャーデータ化して独自設定を加えたもの。,,,,
1275,1275,大食い『ピナップル』,Gluttonous Pinapple,p,g,0,-1,SAIYAN,SAIYAN,0x02,FORCETRAINER,NONE,ORDINARY,CRAFT,NONE,15,1,50,2340,0,0,0,0,200,NONE,NONE,-1,0,10,0,0,0,255,12,7,9,12,13,9,5,165,10,540,2,155,10,440,2,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,-1 ,,"HIT:HURT:1d6
HIT:HURT:1d6",,,UNIQUE|CITIZEN|TAKE_ITEM|OPEN_DOOR|BASH_DOOR,,,,D'ang# 新規追加した市民クリーチャー。サイヤ人。,,,,
